Store,Item,Category,Forecasted_Sales,Historical_Average,Growth_Rate_pct,Primary_Action,Severity_Level,Trend_Advice,Seasonality_Advice,Confidence_Score_pct,SHAP_Reason
6,30,Home Goods,29.55,30.07,-1.72,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,11,Apparel,50.5,47.18,7.05,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
7,12,Apparel,47.41,47.37,0.1,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,13,Apparel,60.09,57.06,5.3,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
7,46,Health & Beauty,39.48,39.82,-0.84,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,47,Health & Beauty,13.91,15.07,-7.73,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,48,Health & Beauty,35.49,34.71,2.23,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,49,Health & Beauty,19.68,19.9,-1.11,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,50,Health & Beauty,41.62,44.81,-7.11,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,1,Electronics,26.15,26.39,-0.93,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,2,Electronics,71.97,69.9,2.96,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,3,Electronics,44.0,43.98,0.03,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,4,Electronics,23.09,26.48,-12.79,Reduce procurement volume,High,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,5,Electronics,22.98,21.81,5.36,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
8,6,Electronics,68.89,70.34,-2.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,7,Electronics,69.82,70.05,-0.33,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,8,Electronics,92.51,91.97,0.58,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,9,Electronics,63.07,61.5,2.55,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,10,Electronics,85.95,87.71,-2.01,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,11,Apparel,84.95,83.51,1.73,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,12,Apparel,81.04,83.75,-3.23,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,13,Apparel,95.48,101.38,-5.82,Reduce procurement volume,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,83.53,Short-term moving averages indicate steady demand alignment.
8,14,Apparel,70.6,69.9,1.0,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,15,Apparel,101.36,105.47,-3.9,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,16,Apparel,27.93,30.7,-9.03,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,17,Apparel,39.07,39.49,-1.05,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,18,Apparel,91.76,101.42,-9.53,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
8,19,Apparel,49.68,48.1,3.3,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,20,Apparel,58.91,56.71,3.89,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,21,Home Goods,51.5,48.48,6.23,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
8,22,Home Goods,91.79,96.47,-4.85,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,45,Health & Beauty,55.58,54.51,1.96,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,44,Health & Beauty,20.15,19.95,1.0,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,43,Health & Beauty,36.86,34.46,6.94,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
7,42,Health & Beauty,24.99,24.86,0.5,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,14,Apparel,42.25,40.09,5.39,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
7,15,Apparel,58.59,59.78,-2.0,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,16,Apparel,17.37,17.38,-0.05,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,17,Apparel,22.84,22.31,2.38,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,18,Apparel,59.33,57.44,3.29,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,19,Apparel,26.99,27.49,-1.83,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,20,Apparel,30.77,32.51,-5.33,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,21,Home Goods,25.95,27.52,-5.68,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,22,Home Goods,53.8,54.73,-1.7,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,23,Home Goods,17.48,19.7,-11.28,Reduce procurement volume,High,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,24,Home Goods,47.95,44.69,7.3,Increase inventory levels,Medium,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and sales_lag_7 show strong upward demand trend.
7,25,Home Goods,56.84,55.0,3.35,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,26,Home Goods,32.05,32.28,-0.71,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
8,24,Home Goods,79.36,79.37,-0.01,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,27,Home Goods,13.68,14.84,-7.79,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,29,Home Goods,49.24,47.32,4.06,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,30,Home Goods,24.6,27.48,-10.49,Reduce procurement volume,High,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,31,Groceries,39.78,39.95,-0.4,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,32,Groceries,30.69,29.98,2.35,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,33,Groceries,45.15,47.23,-4.41,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,34,Groceries,16.63,17.57,-5.35,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,35,Groceries,45.28,44.88,0.91,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,36,Groceries,52.97,52.26,1.35,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,37,Groceries,19.19,19.78,-3.01,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,38,Groceries,51.86,54.67,-5.14,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,39,Groceries,27.7,29.89,-7.35,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,40,Groceries,19.21,19.9,-3.49,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
7,41,Health & Beauty,14.37,15.17,-5.29,Reduce procurement volume,Medium,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,98.53,rolling_mean_7 and rolling_mean_30 show a declining demand trend.
7,28,Home Goods,57.57,59.73,-3.61,Maintain optimal inventory,Low,Demand is accelerating. Prepare additional stock.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
10,50,Health & Beauty,71.24,72.44,-1.65,Maintain optimal inventory,Low,Demand is slowing. Avoid overstocking.,No immediate seasonal peaks expected.,93.53,Short-term moving averages indicate steady demand alignment.
