Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
5,49,19.91,21.76,39.06,13.39,Low Risk,Declining Demand,388,Medium Priority,Reduce procurement volume by 8.5% to prevent inventory bloat,Forecasted demand is 8.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (17.3) has fallen below 30-day baseline (17.8),Low forecast uncertainty: minimal volatility observed in predictions
3,8,81.83,85.45,38.96,75.72,Critical Risk,Overstock Risk,389,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (69.3) has fallen below 30-day baseline (74.5),Critical risk of variance: high historical volatility and forecasting residuals
5,25,57.92,59.6,38.73,51.7,High Risk,Overstock Risk,390,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (51.7) exceeds 30-day baseline (50.6),Elevated uncertainty: historical sales show significant variance
4,14,59.31,60.35,38.71,52.78,High Risk,Overstock Risk,391,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.4) has fallen below 30-day baseline (53.1),Elevated uncertainty: historical sales show significant variance
2,6,70.23,73.23,38.67,64.9,High Risk,Overstock Risk,392,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (63.0) has fallen below 30-day baseline (64.2),Elevated uncertainty: historical sales show significant variance
7,6,39.1,39.73,38.66,31.64,Medium Risk,Declining Demand,393,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (32.1) has fallen below 30-day baseline (34.7),Moderate uncertainty: stable metrics with minor variance
8,23,33.53,35.1,38.61,29.92,Low Risk,Declining Demand,394,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (29.6) has fallen below 30-day baseline (30.8),Low forecast uncertainty: minimal volatility observed in predictions
5,30,28.54,30.07,38.56,20.9,Low Risk,Declining Demand,395,Medium Priority,Reduce procurement volume by 5.1% to prevent inventory bloat,Forecasted demand is 5.1% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (23.9) has fallen below 30-day baseline (25.2),Low forecast uncertainty: minimal volatility observed in predictions
8,27,24.76,26.45,38.49,17.42,Low Risk,Declining Demand,396,Medium Priority,Reduce procurement volume by 6.4% to prevent inventory bloat,Forecasted demand is 6.4% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (21.3) has fallen below 30-day baseline (22.3),Low forecast uncertainty: minimal volatility observed in predictions
10,34,25.65,28.17,38.49,20.52,Low Risk,Declining Demand,397,Medium Priority,Reduce procurement volume by 8.9% to prevent inventory bloat,Forecasted demand is 8.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (23.1) exceeds 30-day baseline (23.0),Low forecast uncertainty: minimal volatility observed in predictions
5,36,57.49,57.3,38.41,50.01,High Risk,Overstock Risk,398,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (49.6) has fallen below 30-day baseline (52.3),Elevated uncertainty: historical sales show significant variance
6,11,51.36,51.82,38.41,43.2,Medium Risk,Declining Demand,399,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (44.3) has fallen below 30-day baseline (45.6),Moderate uncertainty: stable metrics with minor variance
7,33,45.15,47.23,38.25,40.71,Medium Risk,Declining Demand,400,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (41.0) exceeds 30-day baseline (40.5),Moderate uncertainty: stable metrics with minor variance
2,14,71.26,73.51,38.24,62.9,High Risk,Overstock Risk,401,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (61.4) has fallen below 30-day baseline (64.6),Elevated uncertainty: historical sales show significant variance
7,3,23.35,24.86,38.2,14.76,Low Risk,Declining Demand,402,Medium Priority,Reduce procurement volume by 6.1% to prevent inventory bloat,Forecasted demand is 6.1% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.4) has fallen below 30-day baseline (22.0),Low forecast uncertainty: minimal volatility observed in predictions
1,13,71.96,74.41,38.19,64.46,High Risk,Overstock Risk,403,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (62.1) has fallen below 30-day baseline (65.4),Elevated uncertainty: historical sales show significant variance
7,28,57.57,59.73,38.18,50.98,High Risk,Overstock Risk,404,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (51.4) exceeds 30-day baseline (49.8),Elevated uncertainty: historical sales show significant variance
10,49,29.35,32.36,38.14,25.99,Low Risk,Declining Demand,405,Medium Priority,Reduce procurement volume by 9.3% to prevent inventory bloat,Forecasted demand is 9.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (26.4) exceeds 30-day baseline (25.8),Low forecast uncertainty: minimal volatility observed in predictions
8,49,32.9,35.17,38.14,25.95,Low Risk,Declining Demand,406,Medium Priority,Reduce procurement volume by 6.5% to prevent inventory bloat,Forecasted demand is 6.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (29.3) has fallen below 30-day baseline (29.6),Low forecast uncertainty: minimal volatility observed in predictions
9,31,59.96,60.16,38.04,54.13,High Risk,Overstock Risk,407,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.0) has fallen below 30-day baseline (54.5),Elevated uncertainty: historical sales show significant variance
5,45,58.35,60.02,38.04,53.26,High Risk,Overstock Risk,408,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (51.7) has fallen below 30-day baseline (52.1),Elevated uncertainty: historical sales show significant variance
6,21,28.15,30.13,37.95,21.36,Low Risk,Declining Demand,409,Medium Priority,Reduce procurement volume by 6.6% to prevent inventory bloat,Forecasted demand is 6.6% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (24.1) has fallen below 30-day baseline (25.0),Low forecast uncertainty: minimal volatility observed in predictions
1,28,74.47,77.61,37.94,70.73,Critical Risk,Overstock Risk,410,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (64.1) has fallen below 30-day baseline (67.6),Critical risk of variance: high historical volatility and forecasting residuals
5,40,19.82,21.57,37.87,12.9,Low Risk,Declining Demand,411,Medium Priority,Reduce procurement volume by 8.1% to prevent inventory bloat,Forecasted demand is 8.1% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (17.0) has fallen below 30-day baseline (18.0),Low forecast uncertainty: minimal volatility observed in predictions
10,48,55.69,56.43,37.61,49.71,Medium Risk,Declining Demand,412,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (48.0) has fallen below 30-day baseline (49.2),Moderate uncertainty: stable metrics with minor variance
8,18,91.76,101.42,37.46,86.96,Critical Risk,Overstock Risk,413,Medium Priority,Reduce procurement volume by 9.5% to prevent inventory bloat,Forecasted demand is 9.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (80.7) has fallen below 30-day baseline (85.8),Critical risk of variance: high historical volatility and forecasting residuals
2,3,46.56,45.78,37.44,35.8,Medium Risk,Declining Demand,414,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (37.3) has fallen below 30-day baseline (42.4),Moderate uncertainty: stable metrics with minor variance
9,33,68.56,71.41,37.34,61.3,High Risk,Overstock Risk,415,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (59.7) has fallen below 30-day baseline (61.7),Elevated uncertainty: historical sales show significant variance
3,41,22.92,24.35,37.34,14.68,Low Risk,Declining Demand,416,Medium Priority,Reduce procurement volume by 5.9% to prevent inventory bloat,Forecasted demand is 5.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (18.9) has fallen below 30-day baseline (20.8),Low forecast uncertainty: minimal volatility observed in predictions
5,16,17.14,18.94,37.25,6.4,Low Risk,Declining Demand,417,Medium Priority,Reduce procurement volume by 9.5% to prevent inventory bloat,Forecasted demand is 9.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (15.0) has fallen below 30-day baseline (15.8),Low forecast uncertainty: minimal volatility observed in predictions
9,3,36.84,37.68,37.21,27.31,Low Risk,Declining Demand,418,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (30.3) has fallen below 30-day baseline (33.5),Low forecast uncertainty: minimal volatility observed in predictions
3,26,52.75,53.04,37.16,47.27,Medium Risk,Declining Demand,419,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (43.9) has fallen below 30-day baseline (46.0),Moderate uncertainty: stable metrics with minor variance
4,30,41.04,41.5,37.12,34.59,Medium Risk,Declining Demand,420,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (33.0) has fallen below 30-day baseline (36.3),Moderate uncertainty: stable metrics with minor variance
8,40,33.6,35.14,37.1,24.97,Low Risk,Declining Demand,421,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (28.1) has fallen below 30-day baseline (30.1),Low forecast uncertainty: minimal volatility observed in predictions
5,21,28.26,29.84,37.02,21.75,Low Risk,Declining Demand,422,Medium Priority,Reduce procurement volume by 5.3% to prevent inventory bloat,Forecasted demand is 5.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (23.3) has fallen below 30-day baseline (25.3),Low forecast uncertainty: minimal volatility observed in predictions
8,33,77.86,83.1,37.01,73.68,Critical Risk,Overstock Risk,423,Medium Priority,Reduce procurement volume by 6.3% to prevent inventory bloat,Forecasted demand is 6.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (67.1) has fallen below 30-day baseline (69.9),Critical risk of variance: high historical volatility and forecasting residuals
1,9,44.03,45.53,36.91,37.1,Medium Risk,Declining Demand,424,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (36.6) has fallen below 30-day baseline (38.1),Moderate uncertainty: stable metrics with minor variance
4,16,24.18,26.53,36.64,16.86,Low Risk,Declining Demand,425,Medium Priority,Reduce procurement volume by 8.8% to prevent inventory bloat,Forecasted demand is 8.8% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (21.4) has fallen below 30-day baseline (22.1),Low forecast uncertainty: minimal volatility observed in predictions
1,6,51.77,51.82,36.48,42.97,Medium Risk,Declining Demand,426,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (43.7) has fallen below 30-day baseline (47.7),Moderate uncertainty: stable metrics with minor variance
10,9,54.53,56.6,36.47,48.57,Medium Risk,Declining Demand,427,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (47.9) exceeds 30-day baseline (47.6),Moderate uncertainty: stable metrics with minor variance
6,10,53.21,54.25,36.32,42.7,Medium Risk,Declining Demand,428,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (45.7) has fallen below 30-day baseline (47.7),Moderate uncertainty: stable metrics with minor variance
7,9,32.05,35.0,36.26,26.17,Low Risk,Declining Demand,429,Medium Priority,Reduce procurement volume by 8.4% to prevent inventory bloat,Forecasted demand is 8.4% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (29.1) has fallen below 30-day baseline (29.2),Low forecast uncertainty: minimal volatility observed in predictions
5,13,60.17,62.88,36.25,55.78,High Risk,Overstock Risk,430,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (53.4) has fallen below 30-day baseline (53.6),Elevated uncertainty: historical sales show significant variance
1,30,33.82,35.28,36.22,28.08,Low Risk,Declining Demand,431,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (28.4) has fallen below 30-day baseline (31.0),Low forecast uncertainty: minimal volatility observed in predictions
1,3,30.11,32.44,36.13,25.88,Low Risk,Declining Demand,432,Medium Priority,Reduce procurement volume by 7.2% to prevent inventory bloat,Forecasted demand is 7.2% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (27.0) has fallen below 30-day baseline (28.1),Low forecast uncertainty: minimal volatility observed in predictions
6,5,12.79,13.56,36.0,2.51,Low Risk,Declining Demand,433,Medium Priority,Reduce procurement volume by 5.7% to prevent inventory bloat,Forecasted demand is 5.7% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (9.9) has fallen below 30-day baseline (12.5),Low forecast uncertainty: minimal volatility observed in predictions
2,41,25.47,27.28,35.99,18.17,Low Risk,Declining Demand,434,Medium Priority,Reduce procurement volume by 6.6% to prevent inventory bloat,Forecasted demand is 6.6% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (21.6) has fallen below 30-day baseline (23.3),Low forecast uncertainty: minimal volatility observed in predictions
5,12,49.79,51.87,35.96,42.98,Medium Risk,Declining Demand,435,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (43.4) has fallen below 30-day baseline (43.6),Moderate uncertainty: stable metrics with minor variance
9,34,25.31,26.44,35.9,18.24,Low Risk,Declining Demand,436,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.9) has fallen below 30-day baseline (24.0),Low forecast uncertainty: minimal volatility observed in predictions
6,42,25.17,27.31,35.77,18.52,Low Risk,Declining Demand,437,Medium Priority,Reduce procurement volume by 7.9% to prevent inventory bloat,Forecasted demand is 7.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (22.0) has fallen below 30-day baseline (23.5),Low forecast uncertainty: minimal volatility observed in predictions
10,39,47.28,48.22,35.67,37.99,Medium Risk,Declining Demand,438,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (40.3) has fallen below 30-day baseline (42.9),Moderate uncertainty: stable metrics with minor variance
7,20,30.77,32.51,35.47,25.34,Low Risk,Declining Demand,439,Medium Priority,Reduce procurement volume by 5.3% to prevent inventory bloat,Forecasted demand is 5.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (25.7) has fallen below 30-day baseline (28.1),Low forecast uncertainty: minimal volatility observed in predictions
7,15,58.59,59.78,35.43,47.33,Medium Risk,Declining Demand,440,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (49.4) has fallen below 30-day baseline (52.2),Moderate uncertainty: stable metrics with minor variance
8,26,56.71,57.22,35.36,49.99,Medium Risk,Declining Demand,441,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (47.9) has fallen below 30-day baseline (51.7),Moderate uncertainty: stable metrics with minor variance
3,6,63.37,65.6,35.33,55.6,High Risk,Overstock Risk,442,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (54.4) has fallen below 30-day baseline (56.9),Elevated uncertainty: historical sales show significant variance
4,26,47.15,48.57,35.03,40.23,Medium Risk,Declining Demand,443,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (40.4) has fallen below 30-day baseline (42.7),Moderate uncertainty: stable metrics with minor variance
1,38,68.07,71.45,35.02,69.52,High Risk,Overstock Risk,444,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (58.9) has fallen below 30-day baseline (62.1),Elevated uncertainty: historical sales show significant variance
6,31,40.82,43.48,34.97,32.61,Medium Risk,Declining Demand,445,Medium Priority,Reduce procurement volume by 6.1% to prevent inventory bloat,Forecasted demand is 6.1% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (34.9) has fallen below 30-day baseline (35.9),Moderate uncertainty: stable metrics with minor variance
8,43,58.89,61.45,34.74,56.59,High Risk,Overstock Risk,446,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (51.4) has fallen below 30-day baseline (52.5),Elevated uncertainty: historical sales show significant variance
6,6,41.76,43.4,34.72,34.13,Medium Risk,Declining Demand,447,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (34.9) has fallen below 30-day baseline (37.6),Moderate uncertainty: stable metrics with minor variance
10,35,69.15,71.88,34.63,61.82,High Risk,Overstock Risk,448,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (58.6) has fallen below 30-day baseline (63.9),Elevated uncertainty: historical sales show significant variance
10,8,78.19,84.06,34.54,75.84,Critical Risk,Overstock Risk,449,Medium Priority,Reduce procurement volume by 7.0% to prevent inventory bloat,Forecasted demand is 7.0% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (66.9) has fallen below 30-day baseline (71.7),Critical risk of variance: high historical volatility and forecasting residuals
7,50,41.62,44.81,34.31,38.25,Medium Risk,Declining Demand,450,Medium Priority,Reduce procurement volume by 7.1% to prevent inventory bloat,Forecasted demand is 7.1% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (37.1) has fallen below 30-day baseline (37.6),Moderate uncertainty: stable metrics with minor variance
6,7,41.12,43.67,34.02,36.37,Medium Risk,Declining Demand,451,Low Priority,Reduce procurement volume by 5.9% to prevent inventory bloat,Forecasted demand is 5.9% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (35.3) has fallen below 30-day baseline (36.8),Moderate uncertainty: stable metrics with minor variance
9,6,57.7,59.97,34.0,52.01,High Risk,Overstock Risk,452,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (50.6) has fallen below 30-day baseline (52.8),Elevated uncertainty: historical sales show significant variance
7,39,27.7,29.89,33.9,22.2,Low Risk,Declining Demand,453,Low Priority,Reduce procurement volume by 7.3% to prevent inventory bloat,Forecasted demand is 7.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (22.7) has fallen below 30-day baseline (24.8),Low forecast uncertainty: minimal volatility observed in predictions
2,24,78.08,82.65,33.6,72.91,Critical Risk,Overstock Risk,454,Low Priority,Reduce procurement volume by 5.5% to prevent inventory bloat,Forecasted demand is 5.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (65.3) has fallen below 30-day baseline (73.1),Critical risk of variance: high historical volatility and forecasting residuals
5,31,42.19,43.62,33.55,38.86,Medium Risk,Declining Demand,455,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (34.1) has fallen below 30-day baseline (37.9),Moderate uncertainty: stable metrics with minor variance
5,2,42.42,43.36,33.45,36.59,Medium Risk,Declining Demand,456,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (34.1) has fallen below 30-day baseline (38.8),Moderate uncertainty: stable metrics with minor variance
2,19,48.8,50.61,33.45,40.53,Medium Risk,Declining Demand,457,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (41.6) has fallen below 30-day baseline (43.9),Moderate uncertainty: stable metrics with minor variance
4,17,31.32,33.81,33.39,23.82,Low Risk,Declining Demand,458,Low Priority,Reduce procurement volume by 7.4% to prevent inventory bloat,Forecasted demand is 7.4% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (26.6) has fallen below 30-day baseline (28.9),Low forecast uncertainty: minimal volatility observed in predictions
4,37,28.73,29.99,33.04,22.3,Low Risk,Declining Demand,459,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (22.4) has fallen below 30-day baseline (26.6),Low forecast uncertainty: minimal volatility observed in predictions
7,23,17.48,19.7,32.46,11.63,Low Risk,Declining Demand,460,Low Priority,Reduce procurement volume by 11.3% to prevent inventory bloat,Forecasted demand is 11.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (14.7) has fallen below 30-day baseline (16.3),Low forecast uncertainty: minimal volatility observed in predictions
10,26,48.29,52.34,32.4,44.56,Medium Risk,Declining Demand,461,Low Priority,Reduce procurement volume by 7.7% to prevent inventory bloat,Forecasted demand is 7.7% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (42.6) exceeds 30-day baseline (42.2),Moderate uncertainty: stable metrics with minor variance
8,32,49.41,52.7,32.28,45.25,Medium Risk,Declining Demand,462,Low Priority,Reduce procurement volume by 6.2% to prevent inventory bloat,Forecasted demand is 6.2% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (42.6) has fallen below 30-day baseline (43.5),Moderate uncertainty: stable metrics with minor variance
2,16,29.56,32.17,32.28,23.99,Low Risk,Declining Demand,463,Low Priority,Reduce procurement volume by 8.1% to prevent inventory bloat,Forecasted demand is 8.1% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (23.9) has fallen below 30-day baseline (26.0),Low forecast uncertainty: minimal volatility observed in predictions
3,37,30.19,32.68,32.06,24.03,Low Risk,Declining Demand,464,Low Priority,Reduce procurement volume by 7.6% to prevent inventory bloat,Forecasted demand is 7.6% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (25.3) has fallen below 30-day baseline (27.9),Low forecast uncertainty: minimal volatility observed in predictions
